,Data,Label
784,$account.accounts.personRelationships.contextAttributes.name,
785,$account.accounts.personRelationships.contextAttributes.value,
786,$account.accounts.personRelationships.href,
787,$account.accounts.organisationRelationships.organisationRelationshipId,
788,$account.accounts.organisationRelationships.organisationId,
789,$account.accounts.organisationRelationships.relationship,
790,$account.accounts.organisationRelationships.relationshipStartDate,
791,$account.accounts.organisationRelationships.relationshipEndDate,
792,$account.accounts.organisationRelationships.contextAttributes.name,
793,$account.accounts.organisationRelationships.contextAttributes.value,
794,$account.accounts.organisationRelationships.href,
795,$account.accounts.adviserFirmRelationships.adviserFirmId,
796,$account.accounts.adviserFirmRelationships.relationship,
797,$account.accounts.adviserFirmRelationships.href,
798,$account.accounts.fee.adviserFirmFee.type,
799,$account.accounts.fee.adviserFirmFee.amount.value,
800,$account.accounts.fee.adviserFirmFee.amount.type,
801,$account.accounts.fee.adviserFirmFee.amount.currency,
802,$account.accounts.fee.adviserFirmFee.taxIncluded,
803,$account.accounts.fee.adviserFirmFee.effectiveFromDate,
804,$account.accounts.fee.investorFee.waiverReason,
805,$account.accounts.fee.serviceFee.waiverReason,
806,$account.accounts.schemeMembership.status,
807,$account.accounts.schemeMembership.startDate,
808,$account.accounts.autoEnrolment.status,
809,$account.accounts.autoEnrolment.subStatus,
810,$account.accounts.autoEnrolment.startDate,
811,$account.accounts.schemeCategoryRelationship.schemeCategoryId,
812,$account.accounts.schemeCategoryRelationship.relationshipStartDate,
813,$account.accounts.schemeCategoryRelationship.relationshipEndDate,
814,$account.accounts.workplacePension.memberLevel,
815,$account.accounts.workplacePension.taxFreeCashProtection,
816,$account.accounts.workplacePension.guaranteedMinimumPension,
817,$account.accounts.workplacePension.pensionSharingInCaseOfDivorce,
818,$account.accounts.workplacePension.protectedPensionAge,
819,$account.accounts.workplacePension.pensionableServiceStartDate,
820,$account.accounts.workplacePension.hasDefinedContributionsAndDefinedBenefits,
821,$account.accounts.workplacePension.selectedRetirementAge,AGE
822,$account.accounts.contextAttributes.name,
823,$account.accounts.contextAttributes.value,
824,$organisation.organisationId,
825,$organisation.companyName,
826,$organisation.identifiers.registrationId,
827,$organisation.identifiers.legalEntityId,
828,$organisation.addressDetails.addressLine1,
829,$organisation.addressDetails.addressLine2,
830,$organisation.addressDetails.addressLine3,
831,$organisation.addressDetails.city,
832,$organisation.addressDetails.administrativeArea,
833,$organisation.addressDetails.country,
834,$organisation.addressDetails.countryName,
835,$organisation.addressDetails.postCode,
836,$organisation.contactDetails.lostContact,
837,$organisation.contactDetails.telephoneDetails.telephoneNumber,
838,$organisation.contactDetails.telephoneDetails.telephoneUsage,
839,$organisation.contactDetails.telephoneDetails.internationalCallingCode,
840,$organisation.contactDetails.emailAddressDetails.email,
841,$organisation.status,
842,$organisation.personRelationships.personRelationshipId,
843,$organisation.personRelationships.personId,
844,$organisation.personRelationships.relationship,
845,$organisation.personRelationships.relationshipStartDate,
846,$organisation.personRelationships.relationshipEndDate,
847,$organisation.personRelationships.contextAttributes.name,
848,$organisation.personRelationships.contextAttributes.value,
849,$organisation.personRelationships.href,
850,$organisation.contextAttributes.name,
851,$organisation.contextAttributes.value,
852,$scheme.schemeId,
853,$scheme.schemeName,
854,$scheme.schemeStatus,
855,$scheme.schemeStartDate,
856,$scheme.schemeType,
857,$scheme.productType,
858,$scheme.currency,
859,$scheme.contextAttributes.name,
860,$scheme.contextAttributes.value,
861,$accounts.id,
862,$accounts.type,
863,$accounts.name,
864,$accounts.iban,CCN
865,$accounts.balance,
866,$accounts.currency,
867,$cards.id,
868,$cards.name,
869,$cards.number,CCN
870,$cards.cvv,
871,$cards.expirationDate,
872,$cards.status,
873,$cards.type,
874,$cards.replacementFee,
875,$cards.currency,
876,$cards.category.id,
877,$cards.category.icon,
878,$cards.category.name,
879,$cards.limits.daily.value,
880,$cards.limits.daily.minim,
881,$cards.limits.daily.maxim,
882,$cards.limits.monthly.value,
883,$cards.limits.monthly.minim,
884,$cards.limits.monthly.maxim,
885,$cards.securities.regionOfUse,
886,$cards.securities.onlinePayment,
887,$cards.securities.paymentWithMagneticStripe,
888,$cards.securities.contacLessPayment,
889,$cards.securities.atmWithDrawal,
890,$account.id,
891,$account.type,
892,$account.name,
893,$account.iban,CCN
894,$account.balance,
895,$account.currency,
896,$card.id,
897,$card.name,
898,$card.number,CCN
899,$card.cvv,
900,$card.expirationDate,
901,$card.status,
902,$card.type,
903,$card.replacementFee,
904,$card.currency,
905,$card.category.id,
906,$card.category.icon,
907,$card.category.name,
908,$card.limits.daily.value,
909,$card.limits.daily.minim,
910,$card.limits.daily.maxim,
911,$card.limits.monthly.value,
912,$card.limits.monthly.minim,
913,$card.limits.monthly.maxim,
914,$card.securities.regionOfUse,
915,$card.securities.onlinePayment,
916,$card.securities.paymentWithMagneticStripe,
917,$card.securities.contacLessPayment,
918,$card.securities.atmWithDrawal,
919,$upcomingPayments.key,
920,$upcomingPayments.beneficiary,
921,$upcomingPayments.currency,
922,$upcomingPayments.amount,
923,$upcomingPayments.type,
924,$upcomingPayments.executionDate,
925,$upcomingPayments.category.id,
926,$upcomingPayments.category.icon,
927,$upcomingPayments.category.name,
928,$upcomingPayments.account.id,
929,$upcomingPayments.account.type,
930,$upcomingPayments.account.name,
931,$upcomingPayments.account.iban,CCN
932,$upcomingPayments.account.balance,
933,$upcomingPayments.account.currency,
934,$transactions.id,
935,$transactions.beneficiary,
936,$transactions.currency,
937,$transactions.amount,
938,$transactions.valueDate,
939,$transactions.purpose,
940,$transactions.category.id,
941,$transactions.category.icon,
942,$transactions.category.name,
943,$paging.page,
944,$paging.pageSize,
945,$paging.pageCount,
946,$paging.totalCount,
947,$transactions.message,
948,$transactions.status,
949,$transactions.bookingNumber,
950,$transactions.bookingDate,
951,$transactions.payer.name,FN
952,$transactions.payer.iban,CCN
953,$transactions.payer.bank,
954,$transactions.recipient.name,FN
955,$transactions.recipient.iban,CCN
956,$transactions.recipient.address,HADD
957,$transactions.creationDate,
958,$transactions.executionDate,
959,$transactions.canEdit,
960,$transactions.canDelete,
961,$transactions.account.id,
962,$transactions.account.type,
963,$transactions.account.name,
964,$transactions.account.iban,CCN
965,$transactions.account.balance,
966,$transactions.account.currency,
967,$transactions.card.id,
968,$transactions.card.name,
969,$transactions.card.number,CCN
970,$transactions.card.cvv,
971,$transactions.card.expirationDate,
972,$transactions.card.status,
973,$transactions.card.type,
974,$transactions.card.replacementFee,
975,$transactions.card.currency,
976,$transactions.card.category.id,
977,$transactions.card.category.icon,
978,$transactions.card.category.name,
979,$transactions.card.limits.daily.value,
980,$transactions.card.limits.daily.minim,
981,$transactions.card.limits.daily.maxim,
982,$transactions.card.limits.monthly.value,
983,$transactions.card.limits.monthly.minim,
984,$transactions.card.limits.monthly.maxim,
985,$transactions.card.securities.regionOfUse,
986,$transactions.card.securities.onlinePayment,
987,$transactions.card.securities.paymentWithMagneticStripe,
988,$transactions.card.securities.contacLessPayment,
989,$transactions.card.securities.atmWithDrawal,
990,$number,
991,$cvv,
992,$expirationDate,
993,$replacementFee,
994,$currency,
995,$category.id,
996,$category.icon,
997,$category.name,
998,$limits.daily.value,
999,$limits.daily.minim,
1000,$limits.daily.maxim,
1001,$limits.monthly.value,
1002,$limits.monthly.minim,
1003,$limits.monthly.maxim,
1004,$securities.regionOfUse,
1005,$securities.onlinePayment,
1006,$securities.paymentWithMagneticStripe,
1007,$securities.contacLessPayment,
1008,$securities.atmWithDrawal,
1009,$termsAndConditions,
1010,$products.id,
1011,$products.iconId,
1012,$products.name,
1013,$products.fee,
1014,$products.benefits.iconId,
1015,$products.benefits.title,
1016,$products.benefits.description,
1017,$products.benefits.sortOrder,
1018,$products.sortOrder,
1019,$benefits.iconId,
1020,$benefits.title,
1021,$benefits.description,
1022,$benefits.sortOrder,
1023,$information,
1024,$phoneFee,TN
1025,$code,
1026,$codeExpiresIn,
1027,$idToken,
1028,$refreshToken,
1029,$expiresIn,
1030,$profile.id,
1031,$profile.email,EMAIL
1032,$profile.name,FN
1033,$profile.lastName,LN
1034,$profile.bundle.id,
1035,$profile.bundle.name,
1036,$profile.bundle.fee,
1037,$profile.bundle.restriction,
1038,$profile.telephonePrefix,TN
1039,$profile.phoneNumber,TN
1040,$profile.domicile,
1041,$profile.zip,PC
1042,$profile.onrp,
1043,$profile.municipality,CITY
1044,$profile.street,CITY
1045,$profile.streetNumber,HADD
1046,$profile.gender,GN
1047,$profile.dateOfBirth,DOB
1048,$profile.nationality,
1049,$profile.secondNationality,
1050,$profile.thirdNationality,
1051,$profile.fourthNationality,
1052,$profile.fifthNationality,
1053,$profile.fatca,
1054,$profile.beneficiary,
1055,$profile.termsAndConditions,
1056,$profile.foreignTaxCountries,CC
1057,$profile.onboardingStatus,
1058,$bundles.id,
1059,$bundles.name,
1060,$bundles.fee,
1061,$bundles.restriction,
1062,$bundles.services.iconId,
1063,$bundles.services.name,
1064,$bundles.services.benefits.description,
1065,$zips.zip,PC
1066,$zips.municipality,HADD
1067,$zips.onrp,
1068,$municipalities,CITY
1069,$zip,PC
1070,$municipality,CITY
1071,$streets,CITY
1072,$street,CITY
1073,$numbers,
1074,$countryCode,CC
1075,$documents.id,
1076,$documents.icao,
1077,$documents.documentType,FN
1078,$documents.iconId,
1079,$documents.sortOrder,
1080,$documents.eIdType,
1081,$documents.issuerCountry,CC
1082,$eIdAuthorization,
1083,$eIdEndpoint,
1084,$url,
1085,$bundle.id,
1086,$bundle.name,
1087,$bundle.fee,
1088,$bundle.restriction,
1089,$telephonePrefix,TN
1090,$phoneNumber,TN
1091,$domicile,
1092,$onrp,
1093,$streetNumber,HADD
1094,$gender,GN
1095,$dateOfBirth,DOB
1096,$nationality,
1097,$secondNationality,
1098,$thirdNationality,
1099,$fourthNationality,
1100,$fifthNationality,
1101,$fatca,
1102,$beneficiary,
1103,$foreignTaxCountries,
1104,$onboardingStatus,
1105,$groupingLogic,
1106,$documents.title,
1107,$documents.subtitle,
1108,$documents.fileName,
1109,$documents.valueDate,
1110,$documents.contractType,
1111,$bic,
1112,$date,
1113,$payments.key,
1114,$payments.beneficiary,
1115,$payments.currency,
1116,$payments.amount,
1117,$payments.type,
1118,$payments.executionDate,
1119,$payments.category.id,
1120,$payments.category.icon,
1121,$payments.category.name,
1122,$payments.account.id,
1123,$payments.account.type,
1124,$payments.account.name,
1125,$payments.account.iban,CCN
1126,$payments.account.balance,
1127,$payments.account.currency,
1128,$key,
1129,$amount,
1130,$executionDate,
1131,$bookingDate,
1132,$canEdit,
1133,$canDelete,
1134,$recipient.name,FN
1135,$recipient.iban,CCN
1136,$recipient.address,HADD
1137,$bank.bic,
1138,$bank.name,
1139,$bank.street,
1140,$bank.zip,
1141,$bank.municipality,
1142,$makeAnImpact,
1143,$risk.id,
1144,$risk.level,
1145,$risk.score,
1146,$risk.name,
1147,$risk.description,
1148,$portfolios.id,
1149,$portfolios.name,
1150,$portfolios.feeValue,
1151,$portfolios.description,
1152,$portfolios.status,
1153,$portfolios.type,
1154,$portfolios.strategy.name,
1155,$portfolios.strategy.level,
1156,$portfolios.strategy.minimumInvestableAmount,
1157,$portfolios.fee,
1158,$portfolios.tradingFee,
1159,$portfolios.custodyFee,
1160,$portfolios.currency,
1161,$portfolios.value,
1162,$portfolios.investedValue,
1163,$portfolios.performance,
1164,$portfolioSummary.currency,
1165,$portfolioSummary.value,
1166,$portfolioSummary.performance,
1167,$portfolioSummary.graphData,
1168,$portfolioSummary.moneyData,
1169,$screens.screen,
1170,$screens.title,
1171,$screens.subtitle,
1172,$screens.action,
1173,$screens.questions.id,
1174,$screens.questions.question,
1175,$screens.questions.description,
1176,$screens.questions.informationTitle,
1177,$screens.questions.informationDescription,
1178,$screens.questions.sortOrder,
1179,$screens.questions.widget,
1180,$screens.questions.answers.id,
1181,$screens.questions.answers.answer,
1182,$screens.questions.answers.selected,
1183,$screens.questions.answers.sortOrder,
1184,$summary.currency,
1185,$summary.value,
1186,$summary.performance,
1187,$summary.graphData,
1188,$summary.moneyData,
1189,$portfolio.id,
1190,$portfolio.name,
1191,$portfolio.feeValue,
1192,$portfolio.description,
1193,$portfolio.status,
1194,$portfolio.type,
1195,$portfolio.strategy.name,
1196,$portfolio.strategy.level,
1197,$portfolio.strategy.minimumInvestableAmount,
1198,$portfolio.fee,
1199,$portfolio.tradingFee,
